player_id,first_name,last_name,catches,height_in,weight_lbs,birth_date,birth_country,season,game_id,date,team,opponent,is_home,toi,games_started,decision,shots_against,goals_against,saves,save_pct,shutouts,goals,assists,pim
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020285,2019-11-13,VGK,CHI,True,59.11666666666667,1,L,26,5,21,0.807692,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020315,2019-11-17,VGK,CGY,True,59.96666666666667,1,W,34,0,34,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020329,2019-11-19,VGK,TOR,True,60.0,1,W,33,2,31,0.939394,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020344,2019-11-21,VGK,SJS,True,63.333333333333336,1,O,29,2,27,0.931034,0,0,0,2
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020360,2019-11-23,VGK,EDM,True,57.95,1,L,31,4,27,0.870968,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020482,2019-12-10,VGK,CHI,True,60.0,1,W,29,1,28,0.965517,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020492,2019-12-12,VGK,STL,False,57.93333333333333,1,L,29,4,25,0.862069,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020518,2019-12-15,VGK,VAN,True,59.666666666666664,1,W,29,3,26,0.896552,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020533,2019-12-17,VGK,MIN,True,60.0,1,W,26,2,24,0.923077,0,0,0,2
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020547,2019-12-19,VGK,VAN,False,61.5,1,O,34,5,29,0.852941,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020580,2019-12-23,VGK,COL,True,60.0,1,L,38,7,31,0.815789,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020600,2019-12-28,VGK,ARI,True,59.96666666666667,1,W,28,1,27,0.964286,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020615,2019-12-31,VGK,ANA,True,59.983333333333334,1,W,28,2,26,0.928571,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020638,2020-01-02,VGK,PHI,True,59.983333333333334,1,W,38,4,34,0.894737,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020644,2020-01-04,VGK,STL,True,62.63333333333333,1,W,31,4,27,0.870968,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020673,2020-01-07,VGK,PIT,True,57.766666666666666,1,L,16,4,12,0.75,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020701,2020-01-11,VGK,CBJ,True,60.0,1,L,22,3,19,0.863636,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020714,2020-01-14,VGK,BUF,False,58.36666666666667,1,L,25,3,22,0.88,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020734,2020-01-16,VGK,OTT,False,60.0,1,W,35,2,33,0.942857,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020748,2020-01-18,VGK,MTL,False,63.6,1,O,32,4,28,0.875,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020761,2020-01-21,VGK,BOS,False,58.3,1,L,37,3,34,0.918919,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020800,2020-02-01,VGK,NSH,False,59.56666666666667,1,W,19,0,19,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020814,2020-02-04,VGK,TBL,False,58.483333333333334,1,L,17,3,14,0.823529,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020830,2020-02-06,VGK,FLA,False,59.46666666666667,1,W,25,2,23,0.92,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020854,2020-02-08,VGK,CAR,True,65.0,1,O,34,5,29,0.852941,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020871,2020-02-11,VGK,MIN,False,40.0,1,L,20,4,16,0.8,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020905,2020-02-15,VGK,NYI,True,60.0,1,W,19,0,19,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020918,2020-02-17,VGK,WSH,True,60.0,1,W,27,2,25,0.925926,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020939,2020-02-20,VGK,TBL,True,59.9,1,W,27,3,24,0.888889,0,0,0,2
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020957,2020-02-22,VGK,FLA,True,59.88333333333333,1,W,35,3,32,0.914286,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019020982,2020-02-26,VGK,EDM,True,59.65,1,W,29,0,29,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019021016,2020-03-01,VGK,LAK,True,57.333333333333336,1,L,17,4,13,0.764706,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019021045,2020-03-06,VGK,WPG,False,59.95,1,L,24,4,20,0.833333,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20192020,2019021068,2020-03-09,VGK,EDM,False,62.166666666666664,1,W,24,2,22,0.916667,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020031,2021-01-16,VGK,ANA,True,59.56666666666667,1,W,22,1,21,0.954545,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020058,2021-01-20,VGK,ARI,True,59.916666666666664,1,W,23,2,21,0.913043,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020090,2021-01-24,VGK,ARI,False,60.0,1,W,16,0,16,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020177,2021-02-05,VGK,LAK,True,59.81666666666667,1,W,29,2,27,0.931034,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020210,2021-02-09,VGK,ANA,True,60.0,1,W,23,4,19,0.826087,0,0,0,2
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020226,2021-02-11,VGK,ANA,True,58.71666666666667,1,L,28,1,27,0.964286,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020149,2021-02-13,VGK,SJS,False,60.0,1,W,25,1,24,0.96,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020243,2021-02-14,VGK,COL,True,59.96666666666667,1,W,30,0,30,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020259,2021-02-16,VGK,COL,True,59.583333333333336,1,L,25,3,22,0.88,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020287,2021-02-20,VGK,COL,False,58.483333333333334,1,L,39,3,36,0.923077,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020299,2021-02-22,VGK,COL,False,60.0,1,W,34,0,34,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020338,2021-02-27,VGK,ANA,False,63.166666666666664,1,W,30,2,28,0.933333,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020351,2021-03-01,VGK,MIN,True,60.96666666666667,1,W,30,4,26,0.866667,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020361,2021-03-03,VGK,MIN,True,60.0,1,W,37,1,36,0.972973,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020389,2021-03-06,VGK,SJS,False,59.85,1,W,24,0,24,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020398,2021-03-08,VGK,MIN,False,58.31666666666667,1,L,21,1,20,0.952381,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020412,2021-03-10,VGK,MIN,False,48.35,1,L,29,4,25,0.862069,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020425,2021-03-12,VGK,STL,False,61.86666666666667,1,W,23,4,19,0.826087,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020437,2021-03-13,VGK,STL,False,59.86666666666667,1,W,35,1,34,0.971429,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020455,2021-03-15,VGK,SJS,True,59.833333333333336,1,W,24,1,23,0.958333,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020466,2021-03-17,VGK,SJS,True,60.0,1,W,33,4,29,0.878788,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020495,2021-03-21,VGK,LAK,False,57.583333333333336,1,L,31,3,28,0.903226,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020523,2021-03-25,VGK,COL,False,60.0,1,L,32,5,27,0.84375,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020539,2021-03-27,VGK,COL,False,61.93333333333333,1,W,24,2,22,0.916667,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020569,2021-03-31,VGK,LAK,True,58.2,1,L,30,4,26,0.866667,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020595,2021-04-03,VGK,MIN,True,58.55,1,L,27,2,25,0.925926,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020620,2021-04-07,VGK,STL,False,57.35,1,L,35,3,32,0.914286,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020655,2021-04-11,VGK,ARI,True,59.833333333333336,1,W,14,0,14,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020674,2021-04-14,VGK,LAK,False,60.0,1,W,22,2,20,0.909091,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020705,2021-04-18,VGK,ANA,False,60.0,1,W,35,2,33,0.942857,0,0,1,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020728,2021-04-21,VGK,SJS,True,60.0,1,W,33,2,31,0.939394,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020779,2021-04-28,VGK,COL,True,60.0,1,W,37,2,35,0.945946,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020809,2021-05-01,VGK,ARI,False,63.06666666666667,1,W,21,2,19,0.904762,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020835,2021-05-05,VGK,MIN,False,61.81666666666667,1,W,28,2,26,0.928571,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020866,2021-05-08,VGK,STL,True,60.0,1,W,21,1,20,0.952381,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20202021,2020020162,2021-05-12,VGK,SJS,False,60.0,1,W,19,0,19,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020005,2021-10-13,CHI,COL,False,56.56666666666667,1,L,36,4,32,0.888889,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020026,2021-10-16,CHI,PIT,False,11.416666666666666,1,L,10,4,6,0.6,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020046,2021-10-19,CHI,NYI,True,59.9,1,L,29,4,25,0.862069,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020080,2021-10-24,CHI,DET,True,60.0,1,L,37,6,31,0.837838,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020120,2021-10-30,CHI,STL,False,58.4,1,L,37,1,36,0.972973,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020133,2021-11-01,CHI,OTT,True,59.88333333333333,1,W,30,1,29,0.966667,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020144,2021-11-03,CHI,CAR,True,57.233333333333334,1,L,32,4,28,0.875,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020157,2021-11-05,CHI,WPG,False,60.0,1,L,33,5,28,0.848485,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020187,2021-11-09,CHI,PIT,True,64.78333333333333,1,W,44,2,42,0.954545,0,0,0,2
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020210,2021-11-12,CHI,ARI,True,59.71666666666667,1,W,23,1,22,0.956522,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020246,2021-11-17,CHI,SEA,False,60.0,1,W,33,2,31,0.939394,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020278,2021-11-21,CHI,VAN,False,59.95,1,W,40,0,40,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020289,2021-11-23,CHI,CGY,False,58.65,1,L,37,3,34,0.918919,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020330,2021-11-28,CHI,SJS,True,57.53333333333333,1,L,21,1,20,0.952381,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020356,2021-12-02,CHI,WSH,False,65.0,1,W,28,3,25,0.892857,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020377,2021-12-05,CHI,NYI,False,65.0,1,W,24,2,22,0.916667,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020393,2021-12-07,CHI,NYR,True,59.666666666666664,1,L,29,5,24,0.827586,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020403,2021-12-09,CHI,MTL,False,59.61666666666667,1,W,30,0,30,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020451,2021-12-15,CHI,WSH,True,61.35,1,W,46,4,42,0.913043,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020467,2021-12-17,CHI,NSH,True,60.96666666666667,1,O,31,3,28,0.903226,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020591,2022-01-04,CHI,COL,True,62.63333333333333,1,O,33,4,29,0.878788,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020607,2022-01-06,CHI,ARI,False,58.483333333333334,1,L,25,5,20,0.8,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020626,2022-01-08,CHI,VGK,False,60.0,1,W,31,1,30,0.967742,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020640,2022-01-11,CHI,CBJ,False,59.71666666666667,1,W,26,2,24,0.923077,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020655,2022-01-13,CHI,MTL,True,62.03333333333333,1,W,29,2,27,0.931034,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020673,2022-01-15,CHI,ANA,True,60.0,1,W,37,0,37,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020690,2022-01-17,CHI,SEA,False,65.0,1,O,37,2,35,0.945946,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020717,2022-01-21,CHI,MIN,True,31.55,1,L,13,4,9,0.692308,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020742,2022-01-24,CHI,COL,False,56.61666666666667,1,L,29,2,27,0.931034,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020753,2022-01-26,CHI,DET,False,60.0,1,W,33,5,28,0.848485,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020769,2022-01-28,CHI,COL,True,58.416666666666664,1,L,25,4,21,0.84,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020794,2022-01-31,CHI,VAN,True,59.516666666666666,1,L,31,2,29,0.935484,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020809,2022-02-02,CHI,MIN,True,52.03333333333333,1,L,30,5,25,0.833333,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020699,2022-02-09,CHI,EDM,False,60.0,1,W,41,1,40,0.97561,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020788,2022-02-12,CHI,STL,False,60.0,1,L,31,5,26,0.83871,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020548,2022-02-14,CHI,WPG,False,59.75,1,W,32,1,31,0.96875,0,0,1,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020516,2022-02-18,CHI,DAL,True,65.0,1,O,29,0,29,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020498,2022-02-20,CHI,FLA,True,59.71666666666667,1,L,23,3,20,0.869565,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020842,2022-02-27,CHI,STL,True,60.0,1,L,35,4,31,0.885714,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020869,2022-03-03,CHI,EDM,True,62.38333333333333,1,W,32,3,29,0.90625,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020893,2022-03-06,CHI,TBL,True,60.0,1,L,32,6,26,0.8125,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020907,2022-03-08,CHI,ANA,True,58.68333333333333,1,W,32,3,29,0.90625,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020934,2022-03-12,CHI,OTT,False,59.96666666666667,1,W,23,3,20,0.869565,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020957,2022-03-15,CHI,BOS,True,61.666666666666664,1,O,48,2,46,0.958333,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021020997,2022-03-20,CHI,WPG,True,58.166666666666664,1,L,31,5,26,0.83871,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021041,2022-03-26,MIN,CBJ,True,60.05,1,W,25,2,23,0.92,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021065,2022-03-29,MIN,PHI,True,59.75,1,W,33,1,32,0.969697,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021094,2022-04-02,MIN,CAR,False,59.96666666666667,1,W,38,1,37,0.973684,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021120,2022-04-05,MIN,NSH,False,55.416666666666664,1,L,32,5,27,0.84375,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021150,2022-04-10,MIN,LAK,True,59.6,1,W,34,3,31,0.911765,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021189,2022-04-14,MIN,DAL,False,61.666666666666664,1,W,36,2,34,0.944444,0,0,1,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021214,2022-04-17,MIN,SJS,True,60.916666666666664,1,W,30,4,26,0.866667,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021245,2022-04-22,MIN,SEA,True,59.68333333333333,1,W,28,3,25,0.892857,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021267,2022-04-24,MIN,NSH,False,64.71666666666667,1,W,25,4,21,0.84,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021282,2022-04-26,MIN,ARI,True,56.2,1,L,25,4,21,0.84,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20212022,2021021308,2022-04-29,MIN,COL,True,59.93333333333333,1,W,28,1,27,0.964286,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020017,2022-10-13,MIN,NYR,True,58.85,1,L,35,7,28,0.8,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020034,2022-10-15,MIN,LAK,True,20.0,1,,14,4,10,0.714286,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020067,2022-10-20,MIN,VAN,True,62.083333333333336,1,W,26,3,23,0.884615,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020074,2022-10-22,MIN,BOS,False,64.66666666666667,1,O,43,4,39,0.906977,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020101,2022-10-25,MIN,MTL,False,59.733333333333334,1,W,27,1,26,0.962963,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020113,2022-10-27,MIN,OTT,False,59.78333333333333,1,W,29,2,27,0.931034,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020140,2022-10-30,MIN,CHI,False,65.0,1,W,26,3,23,0.884615,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020151,2022-11-01,MIN,MTL,True,60.0,1,W,35,1,34,0.971429,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020167,2022-11-03,MIN,SEA,True,60.0,1,L,23,4,19,0.826087,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020206,2022-11-08,MIN,LAK,False,58.11666666666667,1,L,30,1,29,0.966667,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020224,2022-11-11,MIN,SEA,False,60.0,1,W,28,0,28,1.0,1,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020254,2022-11-15,MIN,NSH,False,57.78333333333333,1,L,25,2,23,0.92,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020322,2022-11-25,MIN,TOR,True,56.75,1,L,28,4,24,0.857143,0,0,0,0
8470594,Marc-Andre,Fleury,L,74,185,1984-11-28,CAN,20222023,2022020341,2022-11-27,MIN,ARI,True,60.0,1,W,23,3,20,0.869565,0,0,0,0
